repo_name,owner,repo_url,description,language,topics,stars,updated_at,input_url,input_search_query,input_max_pages,warning,warning_code,error,error_code,snapshot_id,snapshot_date,categories,primary_category,input,stars_prev,star_growth,star_growth_rate,momentum_score,signal
JohnSnowLabs/johnsnowlabs,JohnSnowLabs,https://github.com/JohnSnowLabs/johnsnowlabs,,Python,"['python', 'nlp', 'machine-learning', 'natural-language-processing', 'spark']",74,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
Jordan-Pierce/CoralNet-Toolbox,Jordan-Pierce,https://github.com/Jordan-Pierce/CoralNet-Toolbox,,Python,"['machine-learning', 'image-annotation', 'image-classification', 'object-detection', 'cpc']",51,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
JuliaLang/julia,JuliaLang,https://github.com/JuliaLang/julia,,Julia,"['programming-language', 'science', 'machine-learning', 'hpc', 'julia']",49022,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",49018.0,4,0.01,16.2,💤 LOW VELOCITY
Kiln-AI/Kiln,Kiln-AI,https://github.com/Kiln-AI/Kiln,,Python,"['python', 'windows', 'macos', 'machine-learning', 'ai']",5029,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",5029.0,0,0.0,0.0,💤 LOW VELOCITY
Kitware/dive,Kitware,https://github.com/Kitware/dive,,TypeScript,"['docker', 'machine-learning', 'video', 'computer-vision', 'image-annotation']",105,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|MLOps & Orchestration|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
Leeroo-AI/kapso,Leeroo-AI,https://github.com/Leeroo-AI/kapso,,Python,"['machine-learning', 'program-synthesis', 'knowledge-graph', 'code-optimization', 'autonomous-agents']",96,,,,,,,,,raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
MaartenGr/BERTopic,MaartenGr,https://github.com/MaartenGr/BERTopic,,Python,"['nlp', 'machine-learning', 'topic', 'transformers', 'topic-modeling']",7796,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
MakazhanAlpamys/Soup,MakazhanAlpamys,https://github.com/MakazhanAlpamys/Soup,,Python,"['python', 'cli', 'machine-learning', 'transformers', 'pytorch']",2635,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",2410.0,225,9.34,77.6,🔥 BREAKOUT
Manuteaa/dbd_autoSkillCheck,Manuteaa,https://github.com/Manuteaa/dbd_autoSkillCheck,,Python,"['machine-learning', 'artificial-intelligence', 'dead-by-daylight']",119,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
NVIDIA/physicsnemo,NVIDIA,https://github.com/NVIDIA/physicsnemo,,Python,"['machine-learning', 'deep-learning', 'physics', 'pytorch', 'nvidia-gpu']",3182,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",3172.0,10,0.32,26.8,🌱 STEADY
NeuroTechX/moabb,NeuroTechX,https://github.com/NeuroTechX/moabb,,Python,"['machine-learning', 'neuroscience', 'eeg', 'bci', 'brain-computer-interface']",1038,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",1036.0,2,0.19,12.7,💤 LOW VELOCITY
ORNL/HydraGNN,ORNL,https://github.com/ORNL/HydraGNN,,Python,['machine-learning'],124,,,,,,,,,raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",124.0,0,0.0,0.0,💤 LOW VELOCITY
OSGeo/grass,OSGeo,https://github.com/OSGeo/grass,,C,"['python', 'science', 'data-science', 'machine-learning', 'jupyter']",1153,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",1153.0,0,0.0,0.0,💤 LOW VELOCITY
Oxen-AI/Oxen,Oxen-AI,https://github.com/Oxen-AI/Oxen,,Rust,"['python', 'rust', 'machine-learning', 'version-control', 'vcs']",1179,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",1179.0,0,0.0,0.0,💤 LOW VELOCITY
PennyLaneAI/pennylane,PennyLaneAI,https://github.com/PennyLaneAI/pennylane,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'qml']",3428,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",3423.0,5,0.15,19.3,💤 LOW VELOCITY
PriorLabs/TabPFN,PriorLabs,https://github.com/PriorLabs/TabPFN,,Python,"['data-science', 'machine-learning', 'tabular-data', 'foundation-models', 'tabpfn']",7829,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",7815.0,14,0.18,28.7,🌱 STEADY
ServiceNow/eva,ServiceNow,https://github.com/ServiceNow/eva,,Python,"['nlp', 'machine-learning', 'tts', 'asr', 'evaluation-framework']",197,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",196.0,1,0.51,11.1,💤 LOW VELOCITY
Sujal-142/ai-image-clean-eraser,Sujal-142,https://github.com/Sujal-142/ai-image-clean-eraser,,HTML,"['machine-learning', 'ocr', 'computer-vision', 'image-processing', 'image-editing']",119,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",119.0,0,0.0,0.0,💤 LOW VELOCITY
SuperCowPowers/workbench,SuperCowPowers,https://github.com/SuperCowPowers/workbench,,Python,"['python', 'aws', 'machine-learning', 'big-data', 'spark']",51,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",51.0,0,0.0,0.0,💤 LOW VELOCITY
SwanHubX/SwanLab,SwanHubX,https://github.com/SwanHubX/SwanLab,,Python,"['visualization', 'python', 'training', 'tracking', 'data-science']",4164,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",4159.0,5,0.12,19.1,💤 LOW VELOCITY
TuringLang/Turing.jl,TuringLang,https://github.com/TuringLang/Turing.jl,,Julia,"['machine-learning', 'julia-language', 'artificial-intelligence', 'probabilistic-programming', 'bayesian-inference']",2249,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
VIAME/VIAME,VIAME,https://github.com/VIAME/VIAME,,Python,"['open-source', 'tracking', 'machine-learning', 'computer-vision', 'deep-learning']",336,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",336.0,0,0.0,0.0,💤 LOW VELOCITY
VectorInstitute/odyssey,VectorInstitute,https://github.com/VectorInstitute/odyssey,,Python,"['machine-learning', 'transformers', 'healthcare', 'electronic-health-record', 'state-space-models']",61,,,,,,,,,raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",61.0,0,0.0,0.0,💤 LOW VELOCITY
YanjieZe/Paper-List,YanjieZe,https://github.com/YanjieZe/Paper-List,,Python,"['machine-learning', 'research', 'computer-vision', 'robotics']",587,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|RAG & Retrieval|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
albumentations-team/AlbumentationsX,albumentations-team,https://github.com/albumentations-team/AlbumentationsX,,Python,"['python', 'machine-learning', 'computer-vision', 'deep-learning', 'tensorflow']",534,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",534.0,0,0.0,0.0,💤 LOW VELOCITY
aminekago-web/Paradigm-Survival-Arena,aminekago-web,https://github.com/aminekago-web/Paradigm-Survival-Arena,,HTML,"['javascript', 'game', 'python', 'machine-learning', 'reinforcement-learning']",117,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",117.0,0,0.0,0.0,💤 LOW VELOCITY
apache/airflow,apache,https://github.com/apache/airflow,,Python,"['python', 'workflow', 'data-science', 'machine-learning', 'airflow']",46570,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",46536.0,34,0.07,36.2,🌱 STEADY
arc53/DocsGPT,arc53,https://github.com/arc53/DocsGPT,,Python,"['react', 'python', 'search', 'machine-learning', 'natural-language-processing']",18219,,,,,,,,,raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",18220.0,-1,-0.01,0.0,💤 LOW VELOCITY
argoproj/argo-workflows,argoproj,https://github.com/argoproj/argo-workflows,,Go,"['kubernetes', 'workflow', 'machine-learning', 'airflow', 'workflow-engine']",16924,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",16916.0,8,0.05,22.5,🌱 STEADY
autogluon/autogluon,autogluon,https://github.com/autogluon/autogluon,,Python,"['python', 'data-science', 'machine-learning', 'natural-language-processing', 'computer-vision']",10610,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",10609.0,1,0.01,7.0,💤 LOW VELOCITY
catboost/catboost,catboost,https://github.com/catboost/catboost,,C++,"['python', 'data-science', 'machine-learning', 'data-mining', 'tutorial']",9072,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",9069.0,3,0.03,14.2,💤 LOW VELOCITY
ccao-data/model-res-avm,ccao-data,https://github.com/ccao-data/model-res-avm,,R,"['data-science', 'machine-learning', 'r', 'model', 'assessment']",71,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",71.0,0,0.0,0.0,💤 LOW VELOCITY
christopherkarani/Swarm,christopherkarani,https://github.com/christopherkarani/Swarm,,Swift,"['macos', 'swift', 'agent', 'swift-library', 'ios']",568,,,,,,,,,raw_2026_08_21,2026-08-21,AI Agents,AI Agents,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",566.0,2,0.35,14.0,💤 LOW VELOCITY
cyberlife-coder/VelesDB,cyberlife-coder,https://github.com/cyberlife-coder/VelesDB,,Rust,"['rust', 'search-engine', 'machine-learning', 'ai', 'embeddings']",87,,,,,,,,,raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",87.0,0,0.0,0.0,💤 LOW VELOCITY
ddmms/ml-peg,ddmms,https://github.com/ddmms/ml-peg,,Python,"['benchmarking', 'machine-learning', 'validation', 'interatomic-potentials', 'ai-for-science']",56,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
deepspeedai/DeepSpeed,deepspeedai,https://github.com/deepspeedai/DeepSpeed,,Python,"['machine-learning', 'compression', 'deep-learning', 'gpu', 'inference']",42974,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",42961.0,13,0.03,26.7,🌱 STEADY
dipy/dipy,dipy,https://github.com/dipy/dipy,,Python,"['python', 'tracking', 'machine-learning', 'medical-imaging', 'registration']",835,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",835.0,0,0.0,0.0,💤 LOW VELOCITY
dmlc/xgboost,dmlc,https://github.com/dmlc/xgboost,,C++,"['distributed-systems', 'machine-learning', 'xgboost', 'gbdt', 'gbm']",28685,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",28666.0,19,0.07,30.6,🌱 STEADY
dstackai/dstack,dstackai,https://github.com/dstackai/dstack,,Python,"['python', 'training', 'docker', 'kubernetes', 'machine-learning']",2217,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",2216.0,1,0.05,7.4,💤 LOW VELOCITY
fairlearn/fairlearn,fairlearn,https://github.com/fairlearn/fairlearn,,Python,"['machine-learning', 'ai', 'artificial-intelligence', 'fairness', 'ai-systems']",2271,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
feast-dev/feast,feast-dev,https://github.com/feast-dev/feast,,Python,"['python', 'data-science', 'machine-learning', 'big-data', 'ml']",7224,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",7217.0,7,0.1,21.7,🌱 STEADY
flodl-labs/flodl,flodl-labs,https://github.com/flodl-labs/flodl,,Rust,"['rust', 'machine-learning', 'deep-learning', 'graph']",60,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
flwrlabs/flower,flwrlabs,https://github.com/flwrlabs/flower,,Python,"['android', 'python', 'raspberry-pi', 'ios', 'machine-learning']",7082,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",7081.0,1,0.01,7.0,💤 LOW VELOCITY
flyteorg/flyte,flyteorg,https://github.com/flyteorg/flyte,,Go,"['python', 'kubernetes', 'golang', 'workflow', 'data-science']",7221,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",7212.0,9,0.12,24.2,🌱 STEADY
google-ai-edge/mediapipe,google-ai-edge,https://github.com/google-ai-edge/mediapipe,,C++,"['android', 'c-plus-plus', 'calculator', 'machine-learning', 'framework']",36684,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",36665.0,19,0.05,30.4,🌱 STEADY
gorse-io/gorse,gorse-io,https://github.com/gorse-io/gorse,,Go,"['go', 'machine-learning', 'collaborative-filtering', 'recommender-system', 'knn']",9800,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
gradio-app/gradio,gradio-app,https://github.com/gradio-app/gradio,,Python,"['python', 'data-science', 'machine-learning', 'ui', 'deep-learning']",43399,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",43388.0,11,0.03,25.1,🌱 STEADY
grandgaming9321-prog/reality-engine,grandgaming9321-prog,https://github.com/grandgaming9321-prog/reality-engine,,HTML,"['python', 'open-source', 'machine-learning', 'reinforcement-learning', 'ai']",123,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",123.0,0,0.0,0.0,💤 LOW VELOCITY
huggingface/hub-docs,huggingface,https://github.com/huggingface/hub-docs,,Handlebars,"['machine-learning', 'hacktoberfest']",588,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",588.0,0,0.0,0.0,💤 LOW VELOCITY
